chemical_compound,chemical_structure,classification,physical_properties,linked_sg_pollutant,year,classification_encoded_scaled,classification_encoded_scaled,physical_properties_encoded_scaled,linked_sg_pollutant_encoded_scaled,C_scaled,H_scaled,O_scaled,N_scaled,Cl_scaled,Br_scaled,S_scaled,carbon_chain_length_scaled,hydrogen_count_scaled,oxygen_count_scaled,halogen_count_scaled,is_halogenated_scaled,is_chlorinated_scaled,is_brominated_scaled,has_oxygen_scaled,CH_ratio_scaled,molecular_size_proxy_scaled,degree_of_unsaturation_scaled,compound_risk_index_scaled,compound_count_scaled,avg_carbon_chain_scaled,avg_halogen_count_scaled,pct_halogenated_scaled,pct_gas_phase_scaled,avg_mol_size_scaled,avg_unsaturation_scaled,sg_avg_concentration_scaled,sg_max_concentration_scaled,compound_density_per_unit_conc_scaled,pollution_composite_index_scaled,industry_pressure_index_scaled,vehicle_norm_scaled,env_pressure_score_scaled,year_index_scaled,pm10_scaled,pm25_scaled,chemical_manufacturing_scaled,electronics_mfg_scaled,vehicle_population_scaled,hdb_construction_units_scaled,chain_vs_group_avg_scaled,size_vs_group_avg_scaled,unsat_vs_group_avg_scaled,halogen_x_concentration_scaled,chain_x_concentration_scaled,conc_vs_sg_avg_scaled,conc_vs_sg_max_pct_scaled,pollutant_concentration,classification_encoded,classification_encoded,is_env_relevant
benzene,C6H6,flamable hydrocarbon,liquid,carbon_monoxide,2011,0.625,0.625,0.5,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000002,0.9999999999999999,1.0,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5793455163620909,0.1470100782425067,0.21681749622926097,0.0,0.013868852459016392,0.5430972388955579,0.7376644736842102,1.41,5,5,1
benzene,C6H6,flamable hydrocarbon,liquid,carbon_monoxide,2012,0.625,0.625,0.5,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000002,0.9999999999999999,1.0,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5793455163620909,0.1470100782425067,0.21681749622926097,0.0,0.013573770491803278,0.5405762304921966,0.6661184210526314,1.38,5,5,1
benzene,C6H6,flamable hydrocarbon,liquid,carbon_monoxide,2013,0.625,0.625,0.5,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000002,0.9999999999999999,1.0,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5793455163620909,0.1470100782425067,0.21681749622926097,0.0,0.014262295081967212,0.5464585834333732,0.8330592105263155,1.45,5,5,1
benzene,C6H6,flamable hydrocarbon,liquid,carbon_monoxide,2014,0.625,0.625,0.5,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10000000000000002,0.9999999999999999,1.0,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5793455163620909,0.1470100782425067,0.21681749622926097,0.0,0.01495081967213115,0.5523409363745496,1.0,1.52,5,5,1
methanal,HCHO,aldehyde,gas,ozone,2008,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.09789550072568941,0.0,0.1231837606837607,0.0,0.08573770491803279,0.26890756302520974,0.4829918032786886,52.3,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2009,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.09789550072568941,0.0,0.1231837606837607,0.0,0.08049180327868853,0.0,0.2928278688524588,49.1,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2010,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.09789550072568941,0.0,0.1231837606837607,0.0,0.08967213114754098,0.4705882352941178,0.6256147540983608,54.7,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2011,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.09789550072568941,0.0,0.1231837606837607,0.0,0.09377049180327869,0.6806722689075633,0.7741803278688524,57.2,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2012,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.09789550072568941,0.0,0.1231837606837607,0.0,0.09163934426229509,0.5714285714285713,0.6969262295081964,55.9,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2013,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.09789550072568941,0.0,0.1231837606837607,0.0,0.09573770491803278,0.7815126050420167,0.8454918032786884,58.4,2,2,0
methanal,HCHO,aldehyde,gas,ozone,2014,0.25,0.25,0.0,0.6666666666666666,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.923076923076923,0.8459715639810427,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.09789550072568941,0.0,0.1231837606837607,0.0,0.1,1.0,1.0,61.0,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2008,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.17147540983606557,0.26890756302520974,0.4829918032786886,52.3,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2009,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.16098360655737706,0.0,0.2928278688524588,49.1,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2010,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.17934426229508196,0.4705882352941178,0.6256147540983608,54.7,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2011,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.18754098360655738,0.6806722689075633,0.7741803278688524,57.2,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2012,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.18327868852459017,0.5714285714285713,0.6969262295081964,55.9,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2013,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.19147540983606556,0.7815126050420167,0.8454918032786884,58.4,2,2,0
ethanal,CH3CHO,aldehyde,gas,ozone,2014,0.25,0.25,0.0,0.6666666666666666,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,0.2,0.02564102564102564,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.037500000000000006,0.923076923076923,0.8483412322274881,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.19579100145137882,0.04736556308826431,0.1231837606837607,0.0,0.2,1.0,1.0,61.0,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2008,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.2572131147540983,0.26890756302520974,0.4829918032786886,52.3,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2009,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.24147540983606558,0.0,0.2928278688524588,49.1,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2010,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.269016393442623,0.4705882352941178,0.6256147540983608,54.7,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2011,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.2813114754098361,0.6806722689075633,0.7741803278688524,57.2,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2012,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.2749180327868852,0.5714285714285713,0.6969262295081964,55.9,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2013,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.28721311475409833,0.7815126050420167,0.8454918032786884,58.4,2,2,0
propanal,C2H5CHO,aldehyde,liquid,ozone,2014,0.25,0.25,0.5,0.6666666666666666,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,0.30000000000000004,0.05128205128205129,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.075,0.923076923076923,0.8507109004739337,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.2936865021770682,0.09473112617652865,0.1231837606837607,0.0,0.3,1.0,1.0,61.0,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2008,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.34295081967213115,0.26890756302520974,0.4829918032786886,52.3,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2009,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.3219672131147541,0.0,0.2928278688524588,49.1,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2010,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.3586885245901639,0.4705882352941178,0.6256147540983608,54.7,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2011,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.37508196721311476,0.6806722689075633,0.7741803278688524,57.2,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2012,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.36655737704918034,0.5714285714285713,0.6969262295081964,55.9,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2013,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.3829508196721311,0.7815126050420167,0.8454918032786884,58.4,2,2,0
butanal,C3H7CHO,aldehyde,liquid,ozone,2014,0.25,0.25,0.5,0.6666666666666666,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,0.4,0.07692307692307693,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1125,0.923076923076923,0.8530805687203792,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.39158200290275763,0.14209668926479296,0.1231837606837607,0.0,0.4,1.0,1.0,61.0,2,2,0
pentanal,C4H9CHO,aldehyde,solid,ozone,2008,0.25,0.25,1.0,0.6666666666666666,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.489477503628447,0.18946225235305733,0.1231837606837607,0.0,0.42868852459016393,0.26890756302520974,0.4829918032786886,52.3,2,2,0
pentanal,C4H9CHO,aldehyde,solid,ozone,2009,0.25,0.25,1.0,0.6666666666666666,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.489477503628447,0.18946225235305733,0.1231837606837607,0.0,0.4024590163934426,0.0,0.2928278688524588,49.1,2,2,0
pentanal,C4H9CHO,aldehyde,solid,ozone,2010,0.25,0.25,1.0,0.6666666666666666,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.489477503628447,0.18946225235305733,0.1231837606837607,0.0,0.4483606557377049,0.4705882352941178,0.6256147540983608,54.7,2,2,0
pentanal,C4H9CHO,aldehyde,solid,ozone,2011,0.25,0.25,1.0,0.6666666666666666,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.489477503628447,0.18946225235305733,0.1231837606837607,0.0,0.46885245901639344,0.6806722689075633,0.7741803278688524,57.2,2,2,0
pentanal,C4H9CHO,aldehyde,solid,ozone,2012,0.25,0.25,1.0,0.6666666666666666,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.489477503628447,0.18946225235305733,0.1231837606837607,0.0,0.45819672131147543,0.5714285714285713,0.6969262295081964,55.9,2,2,0
