chemical_compound,chemical_structure,classification,physical_properties,linked_sg_pollutant,year,classification_encoded_scaled,classification_encoded_scaled,physical_properties_encoded_scaled,linked_sg_pollutant_encoded_scaled,C_scaled,H_scaled,O_scaled,N_scaled,Cl_scaled,Br_scaled,S_scaled,carbon_chain_length_scaled,hydrogen_count_scaled,oxygen_count_scaled,halogen_count_scaled,is_halogenated_scaled,is_chlorinated_scaled,is_brominated_scaled,has_oxygen_scaled,CH_ratio_scaled,molecular_size_proxy_scaled,degree_of_unsaturation_scaled,compound_risk_index_scaled,compound_count_scaled,avg_carbon_chain_scaled,avg_halogen_count_scaled,pct_halogenated_scaled,pct_gas_phase_scaled,avg_mol_size_scaled,avg_unsaturation_scaled,sg_avg_concentration_scaled,sg_max_concentration_scaled,compound_density_per_unit_conc_scaled,pollution_composite_index_scaled,industry_pressure_index_scaled,vehicle_norm_scaled,env_pressure_score_scaled,year_index_scaled,pm10_scaled,pm25_scaled,chemical_manufacturing_scaled,electronics_mfg_scaled,vehicle_population_scaled,hdb_construction_units_scaled,chain_vs_group_avg_scaled,size_vs_group_avg_scaled,unsat_vs_group_avg_scaled,halogen_x_concentration_scaled,chain_x_concentration_scaled,conc_vs_sg_avg_scaled,conc_vs_sg_max_pct_scaled,pollutant_concentration,classification_encoded,classification_encoded,is_env_relevant
pantanone,C5H10O,ketone,liquid,nitrogen_dioxide,2014,1.0,1.0,0.5,0.3333333333333333,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,0.5,0.10256410256410256,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.15000000000000002,0.923076923076923,0.8554502369668247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5335953781623447,0.5376597175521184,0.0037731889781705344,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.49999999999999994,0.13935145571425436,0.0,0.0,0.27459016393442626,0.8115246098439375,1.0,33.5,8,8,0
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2008,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.012491803278688525,0.531332533013205,0.40378289473684204,1.27,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2009,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.01160655737704918,0.523769507803121,0.1891447368421053,1.18,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2010,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.012983606557377049,0.5355342136854739,0.5230263157894739,1.32,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2011,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.013868852459016392,0.5430972388955579,0.7376644736842102,1.41,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2012,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.013573770491803278,0.5405762304921966,0.6661184210526314,1.38,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2013,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.014262295081967212,0.5464585834333732,0.8330592105263155,1.45,5,5,1
hexane,C6H14,flamable hydrocarbon,gas,carbon_monoxide,2014,0.625,0.625,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.2,0.8974358974358974,0.9052132701421801,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5793455163620909,0.2871195198159684,0.02777777777777778,0.0,0.01495081967213115,0.5523409363745496,1.0,1.52,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2008,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.012491803278688525,0.531332533013205,0.40378289473684204,1.27,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2009,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.01160655737704918,0.523769507803121,0.1891447368421053,1.18,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2010,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.012983606557377049,0.5355342136854739,0.5230263157894739,1.32,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2011,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.013868852459016392,0.5430972388955579,0.7376644736842102,1.41,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2012,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.013573770491803278,0.5405762304921966,0.6661184210526314,1.38,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2013,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.014262295081967212,0.5464585834333732,0.8330592105263155,1.45,5,5,1
hexene,C6H12,flamable hydrocarbon,gas,carbon_monoxide,2014,0.625,0.625,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.923076923076923,0.9289099526066351,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5793455163620909,0.2520921594226029,0.07503770739064858,0.0,0.01495081967213115,0.5523409363745496,1.0,1.52,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2008,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.012491803278688525,0.531332533013205,0.40378289473684204,1.27,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2009,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.01160655737704918,0.523769507803121,0.1891447368421053,1.18,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2010,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.012983606557377049,0.5355342136854739,0.5230263157894739,1.32,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2011,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.013868852459016392,0.5430972388955579,0.7376644736842102,1.41,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2012,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.013573770491803278,0.5405762304921966,0.6661184210526314,1.38,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2013,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.014262295081967212,0.5464585834333732,0.8330592105263155,1.45,5,5,1
hexyne,C6H10,flamable hydrocarbon,gas,carbon_monoxide,2014,0.625,0.625,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15000000000000002,0.9487179487179487,0.95260663507109,1.0,0.41472457627118686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5793455163620909,0.2170647990292375,0.12229763700351937,0.0,0.01495081967213115,0.5523409363745496,1.0,1.52,5,5,1
hexanol,C6H13OH,alchohol,liquid,ozone,2008,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.5144262295081966,0.26890756302520974,0.4829918032786886,52.3,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2009,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.48295081967213116,0.0,0.2928278688524588,49.1,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2010,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.538032786885246,0.4705882352941178,0.6256147540983608,54.7,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2011,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.5626229508196722,0.6806722689075633,0.7741803278688524,57.2,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2012,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.5498360655737704,0.5714285714285713,0.6969262295081964,55.9,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2013,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.5744262295081967,0.7815126050420167,0.8454918032786884,58.4,1,1,0
hexanol,C6H13OH,alchohol,liquid,ozone,2014,0.125,0.125,0.5,0.6666666666666666,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.15384615384615385,0.25,0.0,0.0,0.0,0.0,1.0,0.4285714285714285,0.21250000000000002,0.8974358974358974,0.8341232227488152,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5873730043541364,0.2684048575001645,0.02777777777777778,0.0,0.6,1.0,1.0,61.0,1,1,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2008,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.22231839926958358,0.13255213621512013,0.0,0.05104743044880827,0.0,0.31460674157303314,0.47826086956521596,0.07469879518072275,0.1864406779661021,0.0,0.12280701754385959,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.5144262295081966,0.26890756302520974,0.4829918032786886,52.3,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2009,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.0,0.0,0.09774436090225563,0.0,0.16666666666666666,0.0,0.47826086956521596,0.0,0.0,0.09774436090225525,0.0,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.48295081967213116,0.0,0.2928278688524588,49.1,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2010,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.40700558649766644,0.4606905175554312,0.3609022556390977,0.40350052074905823,0.3333333333333333,0.5168539325842691,0.47826086956521596,0.44578313253012025,0.47457627118644075,0.3609022556390977,0.41228070175438614,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.538032786885246,0.4705882352941178,0.6256147540983608,54.7,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2011,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.5673311594032595,0.6691573463189942,0.6015037593984961,0.6316595321620414,0.5,0.707865168539326,0.3043478260869561,0.6506024096385543,0.6864406779661016,0.6015037593984962,0.7280701754385968,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.5626229508196722,0.6806722689075633,0.7741803278688524,57.2,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2012,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.41586777404951636,0.5438166030123935,0.7744360902255638,0.6135797030319788,0.6666666666666666,0.5730337078651684,0.0,0.5180722891566263,0.5677966101694918,0.7744360902255636,0.6228070175438596,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.5498360655737704,0.5714285714285713,0.6969262295081964,55.9,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2013,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,0.7500127133872098,0.8147745744769921,0.8872180451127818,0.8351521240075017,0.8333333333333333,0.8426966292134837,0.6086956521739131,0.8433734939759034,0.7881355932203395,0.8872180451127818,0.8508771929824563,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.5744262295081967,0.7815126050420167,0.8454918032786884,58.4,2,2,0
hexanal,C5H11CHO,aldehyde,gas,ozone,2014,0.25,0.25,0.0,0.6666666666666666,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,0.6000000000000001,0.12820512820512822,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.1875,0.923076923076923,0.8578199052132702,0.3157894736842106,0.2500743383883428,0.0,0.0,0.38030560271646857,0.2847272513749979,0.813188750771401,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0,1.0000000000000004,1.0,1.0,0.5873730043541364,0.23682781544132162,0.1231837606837607,0.0,0.6,1.0,1.0,61.0,2,2,0
